query_id,iteration,docno,rank,score
PLAIN-2,Q0,MED-2808,92,7.607147849915823
PLAIN-2,Q0,MED-3146,93,7.607147849915823
PLAIN-2,Q0,MED-1732,94,7.606260815965205
PLAIN-2,Q0,MED-2139,95,7.606260815965205
PLAIN-2,Q0,MED-3836,96,7.606260815965205
PLAIN-2,Q0,MED-3844,97,7.606260815965205
PLAIN-2,Q0,MED-3854,98,7.606260815965205
PLAIN-2,Q0,MED-4050,99,7.606260815965205
PLAIN-2,Q0,MED-4069,100,7.606260815965205
PLAIN-2,Q0,MED-4693,101,7.606260815965205
PLAIN-2,Q0,MED-4783,102,7.606260815965205
PLAIN-2,Q0,MED-5116,103,7.606260815965205
PLAIN-2,Q0,MED-5182,104,7.606260815965205
PLAIN-2,Q0,MED-5195,105,7.606260815965205
PLAIN-2,Q0,MED-5197,106,7.606260815965205
PLAIN-2,Q0,MED-1371,107,7.574955902935329
PLAIN-2,Q0,MED-1377,108,7.517364896835195
PLAIN-2,Q0,MED-4296,109,7.465970066985487
PLAIN-2,Q0,MED-1430,110,7.4457169775378516
PLAIN-2,Q0,MED-1826,111,7.281669866723932
PLAIN-2,Q0,MED-2426,112,7.281669866723932
PLAIN-2,Q0,MED-2436,113,7.281669866723932
PLAIN-2,Q0,MED-3123,114,7.281669866723932
PLAIN-2,Q0,MED-3142,115,7.281669866723932
PLAIN-2,Q0,MED-3762,116,7.281669866723932
PLAIN-2,Q0,MED-3860,117,7.281669866723932
PLAIN-2,Q0,MED-4465,118,7.281669866723932
PLAIN-2,Q0,MED-4692,119,7.281669866723932
PLAIN-2,Q0,MED-5001,120,7.281669866723932
PLAIN-2,Q0,MED-5086,121,7.281669866723932
PLAIN-2,Q0,MED-5184,122,7.281669866723932
PLAIN-2,Q0,MED-5351,123,7.281669866723932
PLAIN-2,Q0,MED-1488,124,7.252227146714089
PLAIN-2,Q0,MED-1830,125,7.252227146714089
PLAIN-2,Q0,MED-2281,126,7.252227146714089
PLAIN-2,Q0,MED-3055,127,7.252227146714089
PLAIN-2,Q0,MED-3384,128,7.252227146714089
PLAIN-2,Q0,MED-4536,129,7.252227146714089
PLAIN-2,Q0,MED-4539,130,7.252227146714089
PLAIN-2,Q0,MED-4872,131,7.252227146714089
PLAIN-2,Q0,MED-1716,132,7.243342272219039
PLAIN-2,Q0,MED-719,133,7.113128885811609
PLAIN-2,Q0,MED-724,134,7.113128885811609
PLAIN-2,Q0,MED-3863,135,7.113128885811609
PLAIN-2,Q0,MED-4663,136,7.113128885811609
PLAIN-2,Q0,MED-1551,137,7.062576235981486
PLAIN-2,Q0,MED-4833,138,7.062576235981486
PLAIN-2,Q0,MED-2103,139,6.983648392602989
PLAIN-2,Q0,MED-2430,140,6.983648392602989
PLAIN-2,Q0,MED-3241,141,6.983648392602989
PLAIN-2,Q0,MED-3855,142,6.983648392602989
PLAIN-2,Q0,MED-3857,143,6.983648392602989
PLAIN-2,Q0,MED-3858,144,6.983648392602989
PLAIN-2,Q0,MED-3862,145,6.983648392602989
PLAIN-2,Q0,MED-4094,146,6.983648392602989
PLAIN-2,Q0,MED-4452,147,6.983648392602989
PLAIN-2,Q0,MED-5111,148,6.983648392602989
PLAIN-2,Q0,MED-1353,149,6.928948649233351
PLAIN-2,Q0,MED-1354,150,6.928948649233351
PLAIN-2,Q0,MED-2301,151,6.928948649233351
PLAIN-2,Q0,MED-2709,152,6.747102419278217
PLAIN-2,Q0,MED-4926,153,6.747102419278217
PLAIN-2,Q0,MED-4960,154,6.747102419278217
PLAIN-2,Q0,MED-5173,155,6.747102419278217
PLAIN-2,Q0,MED-1555,156,6.716936962227334
PLAIN-2,Q0,MED-841,157,6.709062384398347
PLAIN-2,Q0,MED-2251,158,6.709062384398347
PLAIN-2,Q0,MED-2417,159,6.709062384398347
PLAIN-2,Q0,MED-2662,160,6.709062384398347
PLAIN-2,Q0,MED-2770,161,6.709062384398347
PLAIN-2,Q0,MED-3130,162,6.709062384398347
PLAIN-2,Q0,MED-3200,163,6.709062384398347
PLAIN-2,Q0,MED-3845,164,6.709062384398347
PLAIN-2,Q0,MED-4098,165,6.709062384398347
PLAIN-2,Q0,MED-4532,166,6.709062384398347
PLAIN-2,Q0,MED-1532,167,6.455252083270172
PLAIN-2,Q0,MED-3129,168,6.455252083270172
PLAIN-2,Q0,MED-3698,169,6.455252083270172
PLAIN-2,Q0,MED-4786,170,6.455252083270172
PLAIN-2,Q0,MED-5066,171,6.455252083270172
PLAIN-2,Q0,MED-5352,172,6.455252083270172
PLAIN-2,Q0,MED-5358,173,6.455252083270172
PLAIN-2,Q0,MED-1125,174,6.416902290851552
PLAIN-2,Q0,MED-2596,175,6.416902290851552
PLAIN-2,Q0,MED-5258,176,6.416902290851552
PLAIN-2,Q0,MED-5259,177,6.416902290851552
PLAIN-2,Q0,MED-2525,178,6.403550126973196
PLAIN-2,Q0,MED-3471,179,6.403550126973196
PLAIN-2,Q0,MED-4676,180,6.403550126973196
PLAIN-2,Q0,MED-1348,181,6.361777786409855
PLAIN-2,Q0,MED-2267,182,6.361777786409855
PLAIN-2,Q0,MED-2101,183,6.289532846007257
PLAIN-2,Q0,MED-2571,184,6.219945543985203
PLAIN-2,Q0,MED-3238,185,6.219945543985203
PLAIN-2,Q0,MED-4678,186,6.219945543985203
PLAIN-2,Q0,MED-4751,187,6.219945543985203
PLAIN-2,Q0,MED-2849,188,6.118102633160423
PLAIN-2,Q0,MED-4099,189,6.118102633160423
PLAIN-2,Q0,MED-4556,190,6.118102633160423
PLAIN-2,Q0,MED-1282,191,6.117513936848276
PLAIN-2,Q0,MED-2306,192,6.117513936848276
PLAIN-2,Q0,MED-2311,193,6.117513936848276
PLAIN-2,Q0,MED-3649,194,6.117513936848276
PLAIN-2,Q0,MED-4127,195,6.117513936848276
PLAIN-2,Q0,MED-4351,196,6.117513936848276
PLAIN-2,Q0,MED-4809,197,6.117513936848276
PLAIN-2,Q0,MED-5209,198,6.117513936848276
PLAIN-2,Q0,MED-2102,199,6.001190438012128
PLAIN-2,Q0,MED-2434,200,6.001190438012128
PLAIN-2,Q0,MED-3139,201,6.001190438012128
PLAIN-2,Q0,MED-4787,202,6.001190438012128
PLAIN-2,Q0,MED-5037,203,5.880433406773707
PLAIN-2,Q0,MED-1207,204,5.85701761526506
PLAIN-2,Q0,MED-1552,205,5.85701761526506
PLAIN-2,Q0,MED-1968,206,5.85701761526506
PLAIN-2,Q0,MED-2008,207,5.85701761526506
PLAIN-2,Q0,MED-2076,208,5.85701761526506
PLAIN-2,Q0,MED-5178,209,5.85701761526506
PLAIN-2,Q0,MED-1127,210,5.844816919254468
PLAIN-2,Q0,MED-1236,211,5.844816919254468
PLAIN-2,Q0,MED-1388,212,5.844816919254468
PLAIN-2,Q0,MED-2308,213,5.844816919254468
PLAIN-2,Q0,MED-3385,214,5.844816919254468
PLAIN-2,Q0,MED-5216,215,5.844816919254468
PLAIN-2,Q0,MED-2438,216,5.797299758571944
PLAIN-2,Q0,MED-3110,217,5.797299758571944
PLAIN-2,Q0,MED-4899,218,5.797299758571944
PLAIN-2,Q0,MED-751,219,5.617303778246664
PLAIN-2,Q0,MED-1205,220,5.617303778246664
PLAIN-2,Q0,MED-1429,221,5.617303778246664
PLAIN-2,Q0,MED-2099,222,5.617303778246664
PLAIN-2,Q0,MED-2528,223,5.617303778246664
PLAIN-2,Q0,MED-2660,224,5.617303778246664
PLAIN-2,Q0,MED-4031,225,5.617303778246664
PLAIN-2,Q0,MED-4353,226,5.617303778246664
PLAIN-2,Q0,MED-5117,227,5.6068082300455675
PLAIN-2,Q0,MED-2155,228,5.595394145323264
PLAIN-2,Q0,MED-2740,229,5.595394145323264
PLAIN-2,Q0,MED-5244,230,5.595394145323264
PLAIN-2,Q0,MED-2653,231,5.590063946666571
PLAIN-2,Q0,MED-5341,232,5.428437037950589
PLAIN-2,Q0,MED-1663,233,5.396440279022486
PLAIN-2,Q0,MED-4298,234,5.396440279022486
PLAIN-2,Q0,MED-4510,235,5.396440279022486
PLAIN-2,Q0,MED-1563,236,5.366387936308302
PLAIN-2,Q0,MED-2588,237,5.366387936308302
PLAIN-2,Q0,MED-3648,238,5.366387936308302
PLAIN-2,Q0,MED-5163,239,5.366387936308302
PLAIN-2,Q0,MED-1190,240,5.192287738210818
PLAIN-2,Q0,MED-2370,241,5.192287738210818
PLAIN-2,Q0,MED-5146,242,5.192287738210818
PLAIN-2,Q0,MED-5329,243,5.192287738210818
PLAIN-2,Q0,MED-717,244,5.155390051095582
PLAIN-2,Q0,MED-1028,245,5.155390051095582
PLAIN-2,Q0,MED-3141,246,5.155390051095582
PLAIN-2,Q0,MED-3763,247,5.155390051095582
PLAIN-2,Q0,MED-4950,248,5.155390051095582
PLAIN-2,Q0,MED-5030,249,5.155390051095582
PLAIN-2,Q0,MED-1192,250,5.107540650005286
PLAIN-2,Q0,MED-4068,251,5.103705397923786
PLAIN-2,Q0,MED-3791,252,5.0429135646511645
PLAIN-2,Q0,MED-963,253,5.003018714648345
PLAIN-2,Q0,MED-1874,254,5.003018714648345
PLAIN-2,Q0,MED-2432,255,5.003018714648345
PLAIN-2,Q0,MED-3198,256,5.003018714648345
PLAIN-2,Q0,MED-5266,257,5.003018714648345
PLAIN-2,Q0,MED-1381,258,4.960356672907802
PLAIN-2,Q0,MED-2040,259,4.960356672907802
PLAIN-2,Q0,MED-4962,260,4.960356672907802
PLAIN-2,Q0,MED-5299,261,4.960356672907802
PLAIN-2,Q0,MED-4223,262,4.955485663997683
PLAIN-2,Q0,MED-754,263,4.8270628511494245
PLAIN-2,Q0,MED-1387,264,4.7795419894121665
PLAIN-2,Q0,MED-2646,265,4.7795419894121665
PLAIN-2,Q0,MED-4202,266,4.7795419894121665
PLAIN-2,Q0,MED-758,267,4.611445788729561
PLAIN-2,Q0,MED-1618,268,4.611445788729561
PLAIN-2,Q0,MED-2039,269,4.611445788729561
PLAIN-2,Q0,MED-4093,270,4.611445788729561
PLAIN-2,Q0,MED-4151,271,4.611445788729561
PLAIN-2,Q0,MED-4967,272,4.611445788729561
PLAIN-2,Q0,MED-998,273,4.593323256150053
PLAIN-2,Q0,MED-1227,274,4.593323256150053
PLAIN-2,Q0,MED-2100,275,4.593323256150053
PLAIN-2,Q0,MED-2700,276,4.593323256150053
PLAIN-2,Q0,MED-3386,277,4.593323256150053
PLAIN-2,Q0,MED-4641,278,4.593323256150053
PLAIN-2,Q0,MED-4646,279,4.593323256150053
PLAIN-2,Q0,MED-4724,280,4.593323256150053
PLAIN-2,Q0,MED-5065,281,4.593323256150053
PLAIN-2,Q0,MED-2082,282,4.454771738009534
PLAIN-2,Q0,MED-2402,283,4.454771738009534
PLAIN-2,Q0,MED-3797,284,4.397306949063091
PLAIN-2,Q0,MED-3840,285,4.397306949063091
PLAIN-2,Q0,MED-4184,286,4.397306949063091
PLAIN-2,Q0,MED-3717,287,4.393729004303572
PLAIN-2,Q0,MED-2814,288,4.379493191725844
PLAIN-2,Q0,MED-4835,289,4.366368145846525
PLAIN-2,Q0,MED-1284,290,4.308393887467168
PLAIN-2,Q0,MED-3094,291,4.217335606897362
PLAIN-2,Q0,MED-3843,292,4.217335606897362
PLAIN-2,Q0,MED-3699,293,4.215605648286489
PLAIN-2,Q0,MED-3718,294,4.129748275924248
PLAIN-2,Q0,MED-4227,295,4.125546731346204
PLAIN-2,Q0,MED-2134,296,4.112993236596778
PLAIN-2,Q0,MED-2137,297,4.112993236596778
PLAIN-2,Q0,MED-4752,298,4.112993236596778
PLAIN-2,Q0,MED-4940,299,4.051516641729555
PLAIN-2,Q0,MED-3318,300,4.003368899055684
PLAIN-2,Q0,MED-3833,301,3.898243859342779
PLAIN-2,Q0,MED-3841,302,3.898243859342779
PLAIN-2,Q0,MED-4055,303,3.898243859342779
PLAIN-2,Q0,MED-4861,304,3.888219499272769
PLAIN-2,Q0,MED-1928,305,3.8770668203597665
PLAIN-2,Q0,MED-2120,306,3.8770668203597665
PLAIN-2,Q0,MED-3280,307,3.8770668203597665
PLAIN-2,Q0,MED-3729,308,3.8770668203597665
PLAIN-2,Q0,MED-3748,309,3.8770668203597665
PLAIN-2,Q0,MED-4820,310,3.8770668203597665
PLAIN-2,Q0,MED-2941,311,3.807903403898885
PLAIN-2,Q0,MED-1817,312,3.7795090094609995
PLAIN-2,Q0,MED-3000,313,3.7795090094609995
PLAIN-2,Q0,MED-3444,314,3.7795090094609995
PLAIN-2,Q0,MED-4483,315,3.7795090094609995
PLAIN-2,Q0,MED-4898,316,3.7795090094609995
PLAIN-2,Q0,MED-1829,317,3.75614526117833
PLAIN-2,Q0,MED-3799,318,3.75614526117833
PLAIN-2,Q0,MED-4072,319,3.75614526117833
PLAIN-2,Q0,MED-1559,320,3.67671204359255
PLAIN-2,Q0,MED-2494,321,3.67671204359255
PLAIN-2,Q0,MED-2696,322,3.67671204359255
PLAIN-2,Q0,MED-4638,323,3.67671204359255
PLAIN-2,Q0,MED-1611,324,3.6667381517574675
PLAIN-2,Q0,MED-1718,325,3.6667381517574675
PLAIN-2,Q0,MED-1728,326,3.6667381517574675
PLAIN-2,Q0,MED-2067,327,3.6667381517574675
PLAIN-2,Q0,MED-2075,328,3.6667381517574675
PLAIN-2,Q0,MED-2568,329,3.6667381517574675
PLAIN-2,Q0,MED-2574,330,3.6667381517574675
PLAIN-2,Q0,MED-2607,331,3.6667381517574675
PLAIN-2,Q0,MED-3445,332,3.6667381517574675
PLAIN-2,Q0,MED-3484,333,3.6667381517574675
PLAIN-2,Q0,MED-3703,334,3.6667381517574675
PLAIN-2,Q0,MED-3722,335,3.6667381517574675
PLAIN-2,Q0,MED-3731,336,3.6667381517574675
PLAIN-2,Q0,MED-4224,337,3.6667381517574675
PLAIN-2,Q0,MED-4484,338,3.6667381517574675
PLAIN-2,Q0,MED-4647,339,3.6667381517574675
PLAIN-2,Q0,MED-4825,340,3.6667381517574675
PLAIN-2,Q0,MED-5035,341,3.6667381517574675
PLAIN-2,Q0,MED-2150,342,3.6240418611005105
PLAIN-2,Q0,MED-4662,343,3.6240418611005105
PLAIN-2,Q0,MED-2507,344,3.579358861011101
PLAIN-2,Q0,MED-5355,345,3.579358861011101
PLAIN-2,Q0,MED-4049,346,3.5009148973735913
PLAIN-2,Q0,MED-1565,347,3.487028189483785
PLAIN-2,Q0,MED-1333,348,3.4780556140252936
PLAIN-2,Q0,MED-1414,349,3.4780556140252936
PLAIN-2,Q0,MED-2106,350,3.4780556140252936
PLAIN-2,Q0,MED-2153,351,3.4780556140252936
PLAIN-2,Q0,MED-2200,352,3.4780556140252936
PLAIN-2,Q0,MED-2243,353,3.4780556140252936
PLAIN-2,Q0,MED-2544,354,3.4780556140252936
PLAIN-2,Q0,MED-2578,355,3.4780556140252936
PLAIN-2,Q0,MED-2579,356,3.4780556140252936
PLAIN-2,Q0,MED-2794,357,3.4780556140252936
PLAIN-2,Q0,MED-3281,358,3.4780556140252936
PLAIN-2,Q0,MED-3295,359,3.4780556140252936
PLAIN-2,Q0,MED-3306,360,3.4780556140252936
PLAIN-2,Q0,MED-3550,361,3.4780556140252936
PLAIN-2,Q0,MED-3555,362,3.4780556140252936
PLAIN-2,Q0,MED-3562,363,3.4780556140252936
PLAIN-2,Q0,MED-3634,364,3.4780556140252936
PLAIN-2,Q0,MED-3726,365,3.4780556140252936
PLAIN-2,Q0,MED-3767,366,3.4780556140252936
PLAIN-2,Q0,MED-4024,367,3.4780556140252936
PLAIN-2,Q0,MED-4196,368,3.4780556140252936
PLAIN-2,Q0,MED-4330,369,3.4780556140252936
PLAIN-2,Q0,MED-4464,370,3.4780556140252936
PLAIN-2,Q0,MED-5190,371,3.4780556140252936
PLAIN-2,Q0,MED-5198,372,3.4780556140252936
PLAIN-2,Q0,MED-5353,373,3.4780556140252936
PLAIN-2,Q0,MED-838,374,3.3858795088626934
PLAIN-2,Q0,MED-852,375,3.3078411517185105
PLAIN-2,Q0,MED-1567,376,3.3078411517185105
PLAIN-2,Q0,MED-1818,377,3.3078411517185105
PLAIN-2,Q0,MED-2129,378,3.3078411517185105
PLAIN-2,Q0,MED-2174,379,3.3078411517185105
PLAIN-2,Q0,MED-2255,380,3.3078411517185105
PLAIN-2,Q0,MED-2577,381,3.3078411517185105
PLAIN-2,Q0,MED-2773,382,3.3078411517185105
PLAIN-2,Q0,MED-2774,383,3.3078411517185105
PLAIN-2,Q0,MED-3557,384,3.3078411517185105
PLAIN-2,Q0,MED-3620,385,3.3078411517185105
PLAIN-2,Q0,MED-3784,386,3.3078411517185105
PLAIN-2,Q0,MED-4030,387,3.3078411517185105
PLAIN-2,Q0,MED-4089,388,3.3078411517185105
PLAIN-2,Q0,MED-4470,389,3.3078411517185105
PLAIN-2,Q0,MED-4486,390,3.3078411517185105
PLAIN-2,Q0,MED-4534,391,3.3078411517185105
PLAIN-2,Q0,MED-4824,392,3.3078411517185105
PLAIN-2,Q0,MED-5033,393,3.3078411517185105
PLAIN-2,Q0,MED-5139,394,3.3078411517185105
PLAIN-2,Q0,MED-5159,395,3.3078411517185105
PLAIN-2,Q0,MED-5205,396,3.3078411517185105
PLAIN-2,Q0,MED-5237,397,3.3078411517185105
PLAIN-2,Q0,MED-890,398,3.1535098135073625
PLAIN-2,Q0,MED-1045,399,3.1535098135073625
PLAIN-2,Q0,MED-1722,400,3.1535098135073625
PLAIN-2,Q0,MED-1730,401,3.1535098135073625
PLAIN-2,Q0,MED-1813,402,3.1535098135073625
PLAIN-2,Q0,MED-1819,403,3.1535098135073625
PLAIN-2,Q0,MED-2162,404,3.1535098135073625
PLAIN-2,Q0,MED-2414,405,3.1535098135073625
PLAIN-2,Q0,MED-2584,406,3.1535098135073625
PLAIN-2,Q0,MED-2585,407,3.1535098135073625
PLAIN-2,Q0,MED-2769,408,3.1535098135073625
PLAIN-2,Q0,MED-2824,409,3.1535098135073625
PLAIN-2,Q0,MED-2922,410,3.1535098135073625
PLAIN-2,Q0,MED-3245,411,3.1535098135073625
PLAIN-2,Q0,MED-3272,412,3.1535098135073625
PLAIN-2,Q0,MED-3554,413,3.1535098135073625
PLAIN-2,Q0,MED-3624,414,3.1535098135073625
PLAIN-2,Q0,MED-3751,415,3.1535098135073625
PLAIN-2,Q0,MED-3789,416,3.1535098135073625
PLAIN-2,Q0,MED-3875,417,3.1535098135073625
PLAIN-2,Q0,MED-4070,418,3.1535098135073625
PLAIN-2,Q0,MED-4237,419,3.1535098135073625
PLAIN-2,Q0,MED-4383,420,3.1535098135073625
PLAIN-2,Q0,MED-4493,421,3.1535098135073625
PLAIN-2,Q0,MED-4690,422,3.1535098135073625
PLAIN-2,Q0,MED-4705,423,3.1535098135073625
PLAIN-2,Q0,MED-5019,424,3.1535098135073625
PLAIN-2,Q0,MED-5121,425,3.1535098135073625
PLAIN-2,Q0,MED-5166,426,3.1535098135073625
PLAIN-2,Q0,MED-5183,427,3.1535098135073625
PLAIN-2,Q0,MED-5326,428,3.1535098135073625
PLAIN-2,Q0,MED-5337,429,3.1535098135073625
PLAIN-2,Q0,MED-5359,430,3.1535098135073625
PLAIN-2,Q0,MED-1607,431,3.0886630807568114
PLAIN-2,Q0,MED-1106,432,3.0196684814832353
PLAIN-2,Q0,MED-1139,433,3.0129375598151524
PLAIN-2,Q0,MED-1317,434,3.0129375598151524
PLAIN-2,Q0,MED-2044,435,3.0129375598151524
PLAIN-2,Q0,MED-2158,436,3.0129375598151524
PLAIN-2,Q0,MED-2189,437,3.0129375598151524
PLAIN-2,Q0,MED-2205,438,3.0129375598151524
PLAIN-2,Q0,MED-2245,439,3.0129375598151524
PLAIN-2,Q0,MED-2246,440,3.0129375598151524
PLAIN-2,Q0,MED-2702,441,3.0129375598151524
PLAIN-2,Q0,MED-2775,442,3.0129375598151524
PLAIN-2,Q0,MED-3274,443,3.0129375598151524
PLAIN-2,Q0,MED-3315,444,3.0129375598151524
PLAIN-2,Q0,MED-3790,445,3.0129375598151524
PLAIN-2,Q0,MED-4225,446,3.0129375598151524
PLAIN-2,Q0,MED-4482,447,3.0129375598151524
PLAIN-2,Q0,MED-4544,448,3.0129375598151524
PLAIN-2,Q0,MED-4645,449,3.0129375598151524
PLAIN-2,Q0,MED-4741,450,3.0129375598151524
PLAIN-2,Q0,MED-4886,451,3.0129375598151524
PLAIN-2,Q0,MED-4925,452,3.0129375598151524
PLAIN-2,Q0,MED-4928,453,3.0129375598151524
PLAIN-2,Q0,MED-5082,454,3.0129375598151524
PLAIN-2,Q0,MED-5089,455,3.0129375598151524
PLAIN-2,Q0,MED-5188,456,3.0129375598151524
PLAIN-2,Q0,MED-5189,457,3.0129375598151524
PLAIN-2,Q0,MED-5201,458,3.0129375598151524
PLAIN-2,Q0,MED-861,459,2.884362917660841
PLAIN-2,Q0,MED-903,460,2.884362917660841
PLAIN-2,Q0,MED-1146,461,2.884362917660841
PLAIN-2,Q0,MED-1152,462,2.884362917660841
PLAIN-2,Q0,MED-1386,463,2.884362917660841
PLAIN-2,Q0,MED-1530,464,2.884362917660841
PLAIN-2,Q0,MED-1599,465,2.884362917660841
PLAIN-2,Q0,MED-1812,466,2.884362917660841
PLAIN-2,Q0,MED-1820,467,2.884362917660841
PLAIN-2,Q0,MED-2136,468,2.884362917660841
PLAIN-2,Q0,MED-2232,469,2.884362917660841
PLAIN-2,Q0,MED-2581,470,2.884362917660841
PLAIN-2,Q0,MED-2604,471,2.884362917660841
PLAIN-2,Q0,MED-3271,472,2.884362917660841
PLAIN-2,Q0,MED-3311,473,2.884362917660841
PLAIN-2,Q0,MED-3627,474,2.884362917660841
PLAIN-2,Q0,MED-3723,475,2.884362917660841
PLAIN-2,Q0,MED-3785,476,2.884362917660841
PLAIN-2,Q0,MED-4373,477,2.884362917660841
PLAIN-2,Q0,MED-4436,478,2.884362917660841
PLAIN-2,Q0,MED-4463,479,2.884362917660841
PLAIN-2,Q0,MED-4487,480,2.884362917660841
PLAIN-2,Q0,MED-4570,481,2.884362917660841
PLAIN-2,Q0,MED-4823,482,2.884362917660841
PLAIN-2,Q0,MED-5191,483,2.884362917660841
PLAIN-2,Q0,MED-5192,484,2.884362917660841
PLAIN-2,Q0,MED-5208,485,2.884362917660841
PLAIN-2,Q0,MED-5349,486,2.884362917660841
PLAIN-2,Q0,MED-938,487,2.884362917660841
PLAIN-2,Q0,MED-850,488,2.766312785705627
PLAIN-2,Q0,MED-951,489,2.766312785705627
PLAIN-2,Q0,MED-1103,490,2.766312785705627
PLAIN-2,Q0,MED-1151,491,2.766312785705627
PLAIN-2,Q0,MED-1362,492,2.766312785705627
PLAIN-2,Q0,MED-1417,493,2.766312785705627
